POLLUTANT_CODE,POLLUTANT_CODE_DESC,HAP_CATEGORY_NAME,Chemical Formula,Molecular Weight,ACTIVE,LAST_MODIFICATION_DATE,VALID_V20,VALID_V30,COMMENT,Urban HAP 33,Urban HAP_baseline_33,NATO_TEQ,WHO_TEQ,I_TEQ,OzonePrecursor,PMPrecursor,HAP_or_CAP,Pollutant_Rank
1314803,Phosphorus Pentasulfide,Phosphorus Compounds,,,N,5/5/2004 10:07,Y,N,The pollutant is no longer active.,0,0,,,,0,1,,
1317346,Manganese Trioxide,Manganese Compounds,Mn2O3,157.87,Y,3/13/2003 9:14,N,Y,,1,1,,,,0,1,HAP,1
1317357,Manganese Tetroxide,Manganese Compounds,Mn3O4,228.81,Y,11/26/2001 11:02,Y,Y,,1,1,,,,0,1,HAP,1
1317368,Lead (II) Oxide,Lead Compounds,PbO,223.2,Y,11/26/2001 11:02,Y,Y,,1,1,,,,0,1,HAP,1
13173681,Lead Mono Oxide,Lead Compounds,,,N,9/19/2002 0:00,Y,N,,0,0,,,,0,0,,
1317426,Cobalt Sulfide,Cobalt Compounds,CoS,91,Y,11/26/2001 11:02,Y,Y,,0,0,,,,0,1,HAP,1
1319773,Cresol,Cresol/Cresylic Acid (Mixed Isomers),C7H8O,108.14,Y,11/26/2001 11:02,Y,Y,,0,0,,,,1,1,HAP,1
132649,Dibenzofuran,Dibenzofuran,C12H8O,168.19,Y,11/26/2001 11:02,Y,Y,,0,0,,,,0,1,HAP,1
1327339,Antimony Oxide,Antimony Compounds,SbO,137.36,Y,11/26/2001 11:02,Y,Y,,0,0,,,,0,1,HAP,1
1327522,Arsenic Acid,Arsenic Compounds(Inorganic Including Arsine),,,N,5/5/2004 10:07,Y,N,The pollutant is no longer active.  The correct pollutant code is 7778394.,1,1,,,,0,1,,
1327533,Arsenic Trioxide,Arsenic Compounds(Inorganic Including Arsine),As2O3,197.84,Y,11/26/2001 11:02,Y,Y,,1,1,,,,0,1,HAP,1
1330207,"Xylenes (Mixture of o, m, and p Isomers)",Xylenes (Mixed Isomers),C8H10,106.17,Y,11/26/2001 11:02,Y,Y,,0,0,,,,1,0,HAP,1
133062,Captan,Captan,C9H8Cl3NO2S,300.59,Y,11/26/2001 11:02,Y,Y,,0,0,,,,0,1,HAP,1
1332214,Asbestos,Asbestos,,,Y,11/26/2001 11:02,Y,Y,,0,0,,,,0,1,HAP,1
1333820,Chromium Trioxide,Chromium Compounds,CrO3,99.99,Y,11/26/2001 11:02,Y,Y,,1,1,,,,0,1,HAP,1
1335257,Lead Oxide,Lead Compounds,PbO,223.2,Y,3/13/2003 9:14,N,Y,,1,1,,,,0,1,HAP,1
1335326,Lead Subacetate,Lead Compounds, Pb3C4H10O8,807.72,Y,11/26/2001 11:02,Y,Y,,1,1,,,,0,1,HAP,1
1336363,Polychlorinated Biphenyls,Polychlorinated Biphenyls (Aroclors),,,Y,11/26/2001 11:02,Y,Y,,1,1,,,,1,1,HAP,1
1336932,Manganese Napthenate,Manganese Compounds,C14H22MnO4,309.26,Y,11/26/2001 11:02,Y,Y,,1,1,,,,0,1,HAP,1
133904,Chloramben,Chloramben,C7H5Cl2NO2,206.03,Y,11/26/2001 11:02,Y,Y,,0,0,,,,0,1,HAP,1
1345046,Antimony Trisulfide,Antimony Compounds,Sb2S3,339.72,Y,11/26/2001 11:02,Y,Y,,0,0,,,,0,1,HAP,1
1345160,Cobalt Aluminate,Cobalt Compounds,CoO · Al2O3,176.9,Y,11/26/2001 11:02,Y,Y,,0,0,,,,0,1,HAP,1
13462889,Nickel Bromide,Nickel Compounds,NiBr2,218.5,Y,11/26/2001 11:02,Y,Y,,1,1,,,,0,1,HAP,1
13463393,Nickel Carbonyl,Nickel Compounds,NiC4O4,170.74,Y,11/26/2001 11:02,Y,Y,,1,1,,,,0,1,HAP,1
13510491,Beryllium Sulfate,Beryllium Compounds,BeH2SO4,107.09,Y,11/26/2001 11:02,Y,Y,,1,1,,,,0,1,HAP,1
13530659,Zinc Chromate,Chromium Compounds,ZnCrH2O4,183.4,Y,11/26/2001 11:02,Y,Y,,1,1,,,,0,1,HAP,1
13530682,Chromic Sulfuric Acid,Chromium Compounds,Cr2H2O7,218,Y,11/26/2001 11:02,Y,Y,,1,1,,,,0,1,HAP,1
13586828,"Hexanoic acid, 2-ethyl-, cobalt saltcobalt salt",Cobalt Compounds,C8H16O2.xCo,286.61,Y,5/5/2004 10:07,N,Y,The pollutant was added.,0,0,,,,0,1,HAP,1
13597994,Beryllium Nitrate,Beryllium Compounds,Be(HNO3)2,135.04,Y,5/9/2005,N,N,Added per request North Carolina.,1,1,,,,0,1,HAP,1
136,Chromium & Compounds,Chromium Compounds,,,Y,11/26/2001 11:02,Y,Y,,1,1,,,,0,1,HAP,2
136527,"Hexanoic acid, 2-ethyl-, cobalt(2+) salt",Cobalt Compounds,Co(C8H16O2)2,347.36,Y,5/5/2004 10:07,N,Y,The pollutant name was changed.,0,0,,,,0,1,HAP,1
136677093,"Dioxins, Total, W/O Individ. Isomers Reported {PCDDS}","Dioxins/Furans (total, non TEQ)",,,Y,5/5/2004 10:07,N,Y,The pollutant was added.  This replaces the codes 610 & 623.,1,1,,,,0,1,HAP,1
136677106,"Polychlorinated Dibenzofurans, Total","Dioxins/Furans (total, non TEQ)",,,Y,5/5/2004 10:07,N,Y,The pollutant was added.  This replaces the codes 624 & 609.,1,1,,,,0,1,HAP,1
13765190,Calcium Chromate,Chromium Compounds,CaCrH2O4,158.09,Y,11/26/2001 11:02,Y,Y,,1,1,,,,0,1,HAP,1
13770893,Nickel Sulfamate,Nickel Compounds,Ni(H3NO3S)2,252.88,Y,11/26/2001 11:02,Y,Y,,1,1,,,,0,1,HAP,1
13814965,Lead Fluoroborate,Lead Compounds,Pb(BF4)2,380.8,Y,11/26/2001 11:02,Y,Y,,1,1,,,,0,1,HAP,1
139,Cobalt & Compounds,Cobalt Compounds,,,Y,11/26/2001 11:02,Y,Y,,0,0,,,,0,1,HAP,2
13943583,Potassium Ferrocyani,Cyanide Compounds,K4FeC6N6,368.34,Y,11/26/2001 11:02,Y,Y,,0,0,,,,0,1,HAP,1
13967505,Gold (I) Potassium Cyanide,Cyanide Compounds,AuKC2N2,288.1,Y,3/13/2003 9:22,N,Y,,0,0,,,,0,1,HAP,1
140,Coke Oven Emissions,Coke Oven Emissions,,,Y,11/26/2001 11:02,Y,Y,,1,1,,,,1,1,HAP,2
140056,Methyl Cellosolve Acetylricinoleate,Glycol Ethers,C23H42O5,398.58,Y,11/26/2001 11:02,Y,Y,,0,0,,,,1,1,HAP,1
14018952,"Chromic acid (H2Cr2O7), zinc salt (1:1)",Chromium Compounds,ZnCr2H2O7,283.39,Y,5/24/2005,N,Y,Added per request of North Carolina.,1,1,,,,0,1,HAP,1
140294,Benzyl Cyanide,Cyanide Compounds,C8H7N,117.15,Y,11/26/2001 11:02,Y,Y,,0,0,,,,0,1,HAP,1
140885,Ethyl Acrylate,Ethyl Acrylate,C5H8O2,100.12,Y,11/26/2001 11:02,Y,Y,,0,0,,,,1,0,HAP,1
141,Benzene Soluble Organics (BSO),Coke Oven Emissions,,,Y,9/19/2002 11:29,Y,Y,,1,0,,,,1,1,HAP,1
142,Methylene Chloride Soluble Organics (MCSO),Coke Oven Emissions,,,Y,9/19/2002 11:29,Y,Y,,1,0,,,,1,1,HAP,1
14220178,Potass Nickel Cyanid,Cyanide Compounds,K2NiC4N4,240.96,Y,11/26/2001 11:02,Y,Y,,0,0,,,,0,1,HAP,1
14307336,"Chromic acid (H2Cr2O7), calcium salt (1:1)",Chromium Compounds,CaCr2H2O7,258.08,Y,9/7/2004 13:06,N,Y,pollutant added with NC data.,1,1,,,,0,1,HAP,1
14307358,Lithium Chromate,Chromium Compounds,Li2(CrH2O4),131.89,Y,11/26/2001 11:02,Y,Y,,1,1,,,,0,1,HAP,1
143226,Triglycol Monobutyl Ether,Glycol Ethers,C10H22O4,206.28,Y,11/26/2001 11:02,Y,Y,,0,0,,,,1,1,HAP,1
143339,Sodium Cyanide,Cyanide Compounds,NaCN,49.01,Y,11/26/2001 11:02,Y,Y,,0,0,,,,0,1,HAP,1
14336700,Nickel 59,Nickel Compounds,"Ni, isotope 59",58.7,Y,5/5/2004 10:07,N,Y,The pollutant was added.  This replaces the code NY059280.,1,1,,,,0,1,HAP,1
144,Cyanide & Compounds,Cyanide Compounds,,,Y,11/26/2001 11:02,Y,Y,,0,0,,,,0,1,HAP,2
14977618,Chromyl Chloride,Chromium Compounds,CrO2Cl2,154.9,Y,11/26/2001 11:02,Y,Y,,1,1,,,,0,1,HAP,1
151508,Potassium Cyanide,Cyanide Compounds,KCN,65.12,Y,11/26/2001 11:02,Y,Y,,0,0,,,,0,1,HAP,1
151564,Ethyleneimine,Ethyleneimine (Aziridine),C2H5N,43.07,Y,11/26/2001 11:02,Y,Y,,0,0,,,,1,0,HAP,1
155,Dioxins,"Dioxins/Furans (total, non TEQ)",,,Y,11/26/2001 11:02,Y,Y,,1,1,,,,0,1,HAP,1
156627,Calcium Cyanamide,Calcium Cyanamide,CaCH2N2,82.12,Y,11/26/2001 11:02,Y,Y,,0,0,,,,0,1,HAP,1
1569024,1-Ethoxy-2-Propanol,,,,N,9/19/2002 0:00,Y,N,,0,0,,,,0,0,,
1582098,Trifluralin,Trifluralin,C13H16F3N3O4,335.29,Y,11/26/2001 11:02,Y,Y,,0,0,,,,0,1,HAP,1
1589497,3-Methoxy-1-Propanol,Glycol Ethers,C4H10O2,90.12,Y,11/26/2001 11:02,Y,Y,,0,0,,,,1,1,HAP,1
16065831,Chromium III,Chromium Compounds,Cr+3,52,Y,11/26/2001 11:02,Y,Y,,1,1,,,,0,1,HAP,1
1634044,Methyl Tert-Butyl Ether,Methyl Tert-Butyl Ether,C5H12O,88.15,Y,11/26/2001 11:02,Y,Y,,0,0,,,,1,0,HAP,1
16672392,Di(Ethylene Glycol Monobutyl Ether) Phthalate,Glycol Ethers,C24H38O8,454.56,Y,11/26/2001 11:02,Y,Y,,0,0,,,,1,1,HAP,1
16842038,Cobalt Hydrocarbonyl,Cobalt Compounds,CoC4HO4,171.98,Y,5/5/2004 10:07,Y,Y,The name for the pollutant was incorrect.  Cobalt carbonate is 7542098.,0,0,,,,0,1,HAP,1
16925250,Sodium hexafluoroantimenate,Antimony Compounds,NaF6Sb,258.74,Y,3/13/2003 9:14,N,Y,,0,0,,,,0,1,HAP,1
171,Glycol Ethers,Glycol Ethers,,,Y,11/26/2001 11:02,Y,Y,,0,0,,,,1,1,HAP,2
173,Heptachlorodibenzo-p-Dioxin,,,,N,9/19/2002 0:00,Y,N,,0,0,,,,0,0,,
174,Heptachlorodibenzofuran,,,,N,9/19/2002 0:00,Y,N,,0,0,,,,0,0,,
1746016,"2,3,7,8-Tetrachlorodibenzo-p-Dioxin","Dioxins/Furans as 2,3,7,8-TCDD TEQs",C12H4Cl4O2,321.97,Y,11/26/2001 11:02,Y,Y,,1,1,1,1,1,0,1,HAP,1
180,Hexachlorodibenzofuran,,,,N,9/19/2002 0:00,Y,N,,0,0,,,,0,0,,
18454121,Lead Chromate Oxide,Lead Compounds,Pb(CrO4)O,339.2,Y,11/26/2001 11:02,Y,Y,,1,1,,,,0,1,HAP,1
18540299,Chromium (VI),Chromium Compounds,Cr+6,52,Y,11/26/2001 11:02,Y,Y,,1,1,,,,0,1,HAP,1
18912806,Diethylene Glycol Monoisobutyl Ether,Glycol Ethers,C8H18O3,162.23,Y,11/26/2001 11:02,Y,Y,,0,0,,,,1,1,HAP,1
189559,"Dibenzo[a,i]Pyrene",Polycyclic Organic Matter as non-15 PAH,C24H14,302.38,Y,11/26/2001 11:02,Y,Y,,0,0,,,,1,1,HAP,1
189640,"Dibenzo[a,h]Pyrene",Polycyclic Organic Matter as non-15 PAH,C24H14,302.38,Y,11/26/2001 11:02,Y,Y,,0,0,,,,1,1,HAP,1
191242,"Benzo[g,h,i,]Perylene",Polycyclic Organic Matter as 15-PAH,C22H12,276.3,Y,11/26/2001 11:02,Y,Y,,0,1,,,,1,1,HAP,1
191300,"Dibenzo[a,l]Pyrene",Polycyclic Organic Matter as non-15 PAH,C24H14,302.38,Y,11/26/2001 11:02,Y,Y,,0,0,,,,1,1,HAP,1
192654,"Dibenzo[a,e]Pyrene",Polycyclic Organic Matter as non-15 PAH,C24H14,302.38,Y,11/26/2001 11:02,Y,Y,,0,0,,,,1,1,HAP,1
192972,Benzo[e]Pyrene,Polycyclic Organic Matter as non-15 PAH,C20H12,252.32,Y,11/26/2001 11:02,Y,Y,,0,0,,,,1,1,HAP,1
193395,"Indeno[1,2,3-c,d]Pyrene",Polycyclic Organic Matter as 7-PAH,C22H12,276.34,Y,11/26/2001 11:02,Y,Y,,1,1,,,,1,1,HAP,1
19408743,"1,2,3,7,8,9-Hexachlorodibenzo-p-Dioxin","Dioxins/Furans as 2,3,7,8-TCDD TEQs",C12H2Cl6O2,390.86,Y,11/26/2001 11:02,Y,Y,,1,1,0.1,0.1,0.1,0,1,HAP,1
195,Lead & Compounds,Lead Compounds,,,Y,11/26/2001 11:02,Y,Y,,1,1,,,,0,1,HAP,2
195197,Benzo(c)phenanthrene,Polycyclic Organic Matter as non-15 PAH,C8H12,108.18,Y,9/19/2002 11:29,Y,Y,,0,0,,,,1,1,HAP,1
198,Manganese & Compounds,Manganese Compounds,,,Y,11/26/2001 11:02,Y,Y,,1,1,,,,0,1,HAP,2
198550,Perylene,Polycyclic Organic Matter as non-15 PAH,C20H12,252.32,Y,11/26/2001 11:02,Y,Y,,0,0,,,,1,1,HAP,1
199,Mercury & Compounds,Mercury Compounds,,,Y,11/26/2001 11:02,Y,Y,,1,1,,,,0,1,HAP,2
200,Elemental Gaseous Mercury,Mercury Compounds,,,Y,9/19/2002 11:29,Y,Y,,1,1,,,,0,1,HAP,1
201,Gaseous Divalent Mercury,Mercury Compounds,,,Y,9/19/2002 11:29,Y,Y,,1,1,,,,0,1,HAP,1
202,Particulate Divalent Mercury,Mercury Compounds,,,Y,9/19/2002 11:29,Y,Y,,1,1,,,,0,1,HAP,1
203123,"Benzo(g,h,i)Fluoranthene",Polycyclic Organic Matter as non-15 PAH,C18H10,226.28,Y,9/19/2002 11:29,Y,Y,,0,0,,,,1,1,HAP,1
203338,Benzo(a)fluoranthene,Polycyclic Organic Matter as non-15 PAH,C18H10,226.28,Y,9/19/2002 11:29,Y,Y,,0,0,,,,1,1,HAP,1
205823,B[j]Fluoranthen,Polycyclic Organic Matter as non-15 PAH,C18H10,226.28,Y,11/26/2001 11:02,Y,Y,,0,0,,,,1,1,HAP,1
205992,Benzo[b]Fluoranthene,Polycyclic Organic Matter as 7-PAH,C18H10,226.28,Y,11/26/2001 11:02,Y,Y,,1,1,,,,1,1,HAP,1
206440,Fluoranthene,Polycyclic Organic Matter as 15-PAH,C16H10,202.26,Y,11/26/2001 11:02,Y,Y,,0,1,,,,1,1,HAP,1
20706256,2-Propoxyethyl Acetate,Glycol Ethers,C7H14O3,146.19,Y,11/26/2001 11:02,Y,Y,,0,0,,,,1,1,HAP,1
207089,Benzo[k]Fluoranthene,Polycyclic Organic Matter as 7-PAH,C18H10,226.28,Y,11/26/2001 11:02,Y,Y,,1,1,,,,1,1,HAP,1
208968,Acenaphthylene,Polycyclic Organic Matter as 15-PAH,C12H8,152.2,Y,11/26/2001 11:02,Y,Y,,0,1,,,,1,1,HAP,1
21679312,Chromium(III) acetylacetonate,Chromium Compounds,C15H21CrO6,349.32,Y,5/5/2004 10:07,N,Y,The pollutant was added.  This pollutant was used in the 1999 NTI.,1,1,,,,0,1,HAP,1
218019,Chrysene,Polycyclic Organic Matter as 7-PAH,C18H12,228.29,Y,11/26/2001 11:02,Y,Y,,1,1,,,,1,1,HAP,1
2223930,Cadmium Stearate,Cadmium Compounds,Cd(C18H36O2)2,681.38,Y,5/9/2005,N,N,Added per request North Carolina.,1,1,,,,0,1,HAP,1
224420,"Dibenzo[a,j]Acridine",Polycyclic Organic Matter as non-15 PAH,C21H14N,279.35,Y,11/26/2001 11:02,Y,Y,,0,0,,,,1,1,HAP,1
226,Nickel & Compounds,Nickel Compounds,,,Y,11/26/2001 11:02,Y,Y,,1,1,,,,0,1,HAP,2
22967926,Mercury (Organic),Mercury Compounds,,,Y,11/26/2001 11:02,Y,Y,,1,1,,,,0,1,HAP,1
234,"PAH, Total",Polycyclic Organic Matter as 7-PAH,,,N,5/5/2004 10:07,Y,N,The pollutant is no longer active.  The correct pollutant code is 130498292.,1,1,,,,1,1,HAP,
23436193,1-Isobutoxy-2-Propanol,Glycol Ethers,C7H16O2,132.2,Y,11/26/2001 11:02,Y,Y,,0,0,,,,1,1,HAP,1
23495127,Ethyleneglycol Monophenyl Ether Propionate,Glycol Ethers,C11H14O3,194.23,Y,11/26/2001 11:02,Y,Y,,0,0,,,,1,1,HAP,1
236,Pentachlorodibenzo-p-Dioxin,,,,N,9/19/2002 0:00,Y,N,,0,0,,,,0,0,,
237,Pentachlorodibenzofuran,,,,N,9/19/2002 0:00,Y,N,,0,0,,,,0,0,,
2381160,9-Methylbenz(a)Anthracene,Polycyclic Organic Matter as non-15 PAH,C19H14,242.32,Y,11/14/2005 3:37,N,Y,"The pollutant code was changed, but the pollutant name remained the same.",0,0,,,,1,1,HAP,1
2381217,1-Methylpyrene,Polycyclic Organic Matter as non-15 PAH,C17H12,216.28,Y,9/19/2002 11:29,Y,Y,,0,0,,,,1,1,HAP,1
2422799,12-Methylbenz(a)Anthracene,Polycyclic Organic Matter as non-15 PAH,C19H14,242.32,Y,3/13/2003 9:14,N,Y,,0,0,,,,1,1,HAP,1
24267569,Iodine-131,Radionuclides (Including Radon),,,N,5/5/2004 10:07,Y,N,The pollutant is no longer active.  The correct pollutant code is 10043660.,0,0,,,,0,0,,
246,Polycyclic Organic Matter,Polycyclic Organic Matter as 7-PAH,,,Y,11/26/2001 11:02,Y,Y,,1,1,,,,1,1,HAP,1
247,Methylbenzopyrenes,Polycyclic Organic Matter as non-15 PAH,,,N,5/5/2004 10:07,Y,N,The pollutant is no longer active.  The correct pollutant code is 65357699.,0,0,,,,1,1,HAP,
248,Methylchrysene,Polycyclic Organic Matter as non-15 PAH,,,N,5/5/2004 10:07,Y,N,The pollutant is no longer active.  The correct pollutant code is 41637905.,0,0,,,,1,1,HAP,
249,15-PAH,Polycyclic Organic Matter as 15-PAH,,,Y,9/8/2005,N,N,Added per request of EPA to accommodate 15PAH in Nonpoint db.,0,1,,,,0,1,HAP,1
253,Selenium & Compounds,Selenium Compounds,,,Y,11/26/2001 11:02,Y,Y,,0,0,,,,0,1,HAP,2
262,Tetrachlorodibenzo-p-Dioxin,,,,N,9/19/2002 0:00,Y,N,,0,0,,,,0,0,,
262124,Dibenzo-p-Dioxin,"Dioxins/Furans (total, non TEQ)",C12H8O2,184.19,Y,9/19/2002 11:29,Y,Y,,1,1,,,,0,1,HAP,1
263,Tetrachlorodibenzofuran,,,,N,9/19/2002 0:00,Y,N,,0,0,,,,0,0,,
26914181,Methylanthracene,Polycyclic Organic Matter as non-15 PAH,C15H12,192.26,Y,9/19/2002 11:29,Y,Y,,0,0,,,,1,1,HAP,1
27253287,Lead Neodecanoate,Lead Compounds,C10H20O2.xPb,,Y,11/26/2001 11:02,Y,Y,,1,1,,,,0,1,HAP,1
27310210,"2-(2,4-Hexadienyloxy)Ethanol",Glycol Ethers,C8H14O2,142.2,Y,11/26/2001 11:02,Y,Y,,0,0,,,,1,1,HAP,1
2807309,Propyl Cellosolve,Glycol Ethers,C5H12O2,104.15,Y,11/26/2001 11:02,Y,Y,,0,0,,,,1,1,HAP,1
283,1-Phenanthrene,,,,N,9/19/2002 0:00,Y,N,,0,0,,,,0,0,,
284,Extractable Organic Matter (EOM),Polycyclic Organic Matter as non-15 PAH,,,Y,11/26/2001 11:02,Y,Y,,0,0,,,,1,1,HAP,1
2921882,Phosphorothioic Acid,Phosphorus Compounds,,,N,5/5/2004 10:07,Y,N,The pollutant is no longer active.,0,0,,,,0,1,HAP,
301042,Lead Acetate,Lead Compounds,Pb(C2H4O2)2,327.3,Y,11/26/2001 11:02,Y,Y,,1,1,,,,0,1,HAP,1
302012,Hydrazine,Hydrazine,H4N2,32.05,Y,11/26/2001 11:02,Y,Y,,1,1,,,,0,0,HAP,1
30402143,Total Tetrachlorodibenzofuran,"Dioxins/Furans (total, non TEQ)",C12H4Cl4O,305.98,Y,9/19/2002 11:29,Y,Y,,1,1,,,,0,1,HAP,1
30402154,Total Pentachlorodibenzofuran,"Dioxins/Furans (total, non TEQ)",C12H3Cl5O,340.42,Y,11/26/2001 11:02,Y,Y,,1,1,,,,0,1,HAP,1
3121617,Methyl Cellosolve Acrylate,Glycol Ethers,C6H10O3,130.14,Y,11/26/2001 11:02,Y,Y,,0,0,,,,1,1,HAP,1
3141126,Arsenous Acid,Arsenic Compounds(Inorganic Including Arsine),C6H15AsO3,210.1,Y,3/13/2003 9:14,N,Y,,1,1,,,,0,1,HAP,1
3268879,Octachlorodibenzo-p-Dioxin,"Dioxins/Furans as 2,3,7,8-TCDD TEQs",C12Cl8O2,459.76,Y,11/26/2001 11:02,Y,Y,,1,1,1.00E-03,1.00E-04,1.00E-03,0,1,HAP,1
331,"Cresols (Includes o, m, & p)/Cresylic Acids",Cresol/Cresylic Acid (Mixed Isomers),,,N,5/5/2004 10:07,Y,N,The pollutant is no longer active.  The correct pollutant code is 1319773.,0,0,,,,1,1,HAP,
3333393,Nickel Carbonate,Nickel Compounds,,,N,5/5/2004 10:07,Y,N,The pollutant is no longer active.  The correct pollutant code is 3333673.,1,1,,,,0,1,,
3333673,Nickel Carbonate,Nickel Compounds,NICH2O3,120.72,Y,5/5/2004 10:07,N,Y,The pollutant was added.  This replaces the code 3333393.,1,1,,,,0,1,HAP,1
334883,Diazomethane,Diazomethane,CH2N2,42.05,Y,11/26/2001 11:02,Y,Y,,0,0,,,,1,0,HAP,1
34465468,Hexachlorodibenzo-p-Dioxin,"Dioxins/Furans (total, non TEQ)",C12H2Cl6O2,390.86,Y,11/26/2001 11:02,Y,Y,,1,1,,,,0,1,HAP,1
34590948,Dipropylene Glycol Monomethyl Ether,Glycol Ethers,,,N,9/19/2002 0:00,Y,N,,0,0,,,,0,0,,
35822469,"1,2,3,4,6,7,8-Heptachlorodibenzo-p-Dioxin","Dioxins/Furans as 2,3,7,8-TCDD TEQs",C12HCl7O2,425.31,Y,11/26/2001 11:02,Y,Y,,1,1,0.1,0.01,0.01,0,1,HAP,1
36088229,Total Pentachlorodibenzo-p-Dioxin,"Dioxins/Furans (total, non TEQ)",C12H3Cl5O2,356.42,Y,11/26/2001 11:02,Y,Y,,1,1,,,,0,1,HAP,1
